date,item_id,movement_type,qty,doc_ref
2025-01-19,MRO-0026,ISSUE,-1,WO-82815
2025-01-23,MRO-0026,ISSUE,-2,WO-92395
2025-01-24,MRO-0026,ISSUE,-1,WO-94445
2025-01-25,MRO-0026,ISSUE,-1,WO-82998
2025-01-26,MRO-0026,ISSUE,-3,WO-43992
2025-01-26,MRO-0026,ISSUE,-1,WO-39344
2025-02-04,MRO-0026,ISSUE,-1,WO-25375
2025-02-05,MRO-0026,ISSUE,-1,WO-50103
2025-02-07,MRO-0026,ISSUE,-5,WO-24204
2025-02-09,MRO-0026,ISSUE,-1,WO-32192
2025-02-15,MRO-0026,ISSUE,-3,WO-22161
2025-02-16,MRO-0026,ISSUE,-2,WO-36234
2025-02-18,MRO-0026,ISSUE,-2,WO-18710
2025-02-19,MRO-0026,ISSUE,-2,WO-77820
2025-02-25,MRO-0026,ISSUE,-1,WO-95351
2025-02-26,MRO-0026,ISSUE,-1,WO-22239
2025-02-26,MRO-0026,ISSUE,-1,WO-79500
2025-02-28,MRO-0026,ISSUE,-1,WO-19736
2025-03-01,MRO-0026,ISSUE,-1,WO-93790
2025-03-04,MRO-0026,ISSUE,-1,WO-35226
2025-03-09,MRO-0026,ISSUE,-1,WO-22197
2025-03-11,MRO-0026,ISSUE,-2,WO-98436
2025-03-15,MRO-0026,ISSUE,-1,WO-89005
2025-03-16,MRO-0026,ISSUE,-2,WO-73783
2025-03-31,MRO-0026,ISSUE,-1,WO-86411
2025-04-03,MRO-0026,ISSUE,-1,WO-46699
2025-04-08,MRO-0026,ISSUE,-1,WO-64819
2025-04-15,MRO-0026,ISSUE,-1,WO-14305
2025-04-15,MRO-0026,ISSUE,-1,WO-26299
2025-04-16,MRO-0026,ISSUE,-3,WO-25699
2025-04-25,MRO-0026,ISSUE,-1,WO-50885
2025-04-27,MRO-0026,ISSUE,-1,WO-82755
2025-05-02,MRO-0026,ISSUE,-2,WO-30454
2025-05-07,MRO-0026,ISSUE,-2,WO-78337
2025-05-09,MRO-0026,ISSUE,-2,WO-71606
2025-05-13,MRO-0026,ISSUE,-1,WO-92162
2025-05-15,MRO-0026,RECEIPT,21,PO-76122
2025-05-16,MRO-0026,ISSUE,-2,WO-22503
2025-06-03,MRO-0026,ISSUE,-1,WO-61218
2025-06-05,MRO-0026,RECEIPT,10,PO-67816
2025-06-16,MRO-0026,ISSUE,-2,WO-29618
2025-06-18,MRO-0026,ISSUE,-1,WO-49250
2025-06-24,MRO-0026,ISSUE,-1,WO-42472
2025-06-27,MRO-0026,ISSUE,-1,WO-46052
2025-07-02,MRO-0026,ISSUE,-1,WO-80038
2025-07-02,MRO-0026,ISSUE,-1,WO-88832
2025-07-10,MRO-0026,ISSUE,-2,WO-24185
2025-07-10,MRO-0026,ISSUE,-1,WO-51951
2025-07-10,MRO-0026,ISSUE,-1,WO-45885
2025-07-11,MRO-0026,ISSUE,-2,WO-95705
2025-07-12,MRO-0026,ISSUE,-1,WO-23239
2025-07-22,MRO-0026,ISSUE,-1,WO-78042
2025-07-25,MRO-0026,ISSUE,-5,WO-45700
2025-08-01,MRO-0026,ISSUE,-1,WO-17139
2025-08-04,MRO-0026,ISSUE,-5,WO-66072
2025-08-07,MRO-0026,ISSUE,-1,WO-94439
2025-08-08,MRO-0026,ISSUE,-1,WO-54809
2025-08-19,MRO-0026,ISSUE,-1,WO-35632
2025-08-21,MRO-0026,ISSUE,-1,WO-92451
2025-09-01,MRO-0026,ISSUE,-2,WO-40178
2025-09-06,MRO-0026,ISSUE,-1,WO-20663
2025-09-07,MRO-0026,ISSUE,-2,WO-60850
2025-09-15,MRO-0026,RECEIPT,8,PO-40289
2025-09-17,MRO-0026,ISSUE,-1,WO-13760
2025-09-18,MRO-0026,ISSUE,-1,WO-98641
2025-09-19,MRO-0026,ISSUE,-1,WO-48377
2025-09-24,MRO-0026,ISSUE,-1,WO-19695
2025-09-26,MRO-0026,ISSUE,-1,WO-21486
2025-09-26,MRO-0026,RECEIPT,10,PO-77097
2025-09-28,MRO-0026,RECEIPT,8,PO-22272
2025-10-03,MRO-0026,ISSUE,-3,WO-51352
2025-10-20,MRO-0026,ISSUE,-1,WO-97725
2025-10-28,MRO-0026,ISSUE,-2,WO-34622
2025-11-09,MRO-0026,RECEIPT,8,PO-21752
2025-11-18,MRO-0026,ISSUE,-1,WO-11817
2025-11-27,MRO-0026,ISSUE,-1,WO-21732
2025-11-30,MRO-0026,ISSUE,-2,WO-30268
2025-11-30,MRO-0026,RECEIPT,5,PO-10387
2025-01-01,MRO-0027,OPENING,21,OPEN
2025-01-08,MRO-0027,ISSUE,-1,WO-25645
2025-01-11,MRO-0027,ISSUE,-1,WO-61146
2025-01-12,MRO-0027,ISSUE,-1,WO-22321
2025-01-12,MRO-0027,ISSUE,-1,WO-21895
2025-01-14,MRO-0027,ISSUE,-1,WO-50400
2025-01-18,MRO-0027,ISSUE,-5,WO-12809
2025-02-02,MRO-0027,ISSUE,-1,WO-57060
2025-02-02,MRO-0027,ISSUE,-2,WO-18636
2025-02-03,MRO-0027,ISSUE,-5,WO-83869
2025-02-05,MRO-0027,ISSUE,-1,WO-26371
2025-02-07,MRO-0027,ISSUE,-1,WO-77347
2025-02-12,MRO-0027,ISSUE,-5,WO-40030
2025-02-12,MRO-0027,RECEIPT,13,PO-28129
2025-02-22,MRO-0027,ISSUE,-1,WO-32464
2025-02-25,MRO-0027,ISSUE,-2,WO-34204
2025-02-27,MRO-0027,ISSUE,-3,WO-54955
2025-03-02,MRO-0027,ISSUE,-1,WO-38919
2025-03-02,MRO-0027,ISSUE,-2,WO-94513
2025-03-06,MRO-0027,ISSUE,-1,WO-73586
2025-03-09,MRO-0027,ISSUE,-2,WO-82566
2025-03-10,MRO-0027,ISSUE,-1,WO-84292
2025-03-14,MRO-0027,ISSUE,-1,WO-48983
2025-03-15,MRO-0027,ISSUE,-2,WO-71649
2025-03-15,MRO-0027,RECEIPT,21,PO-69513
2025-03-18,MRO-0027,ISSUE,-2,WO-36204
2025-03-23,MRO-0027,ISSUE,-2,WO-16151
2025-03-28,MRO-0027,ISSUE,-2,WO-93755
2025-04-01,MRO-0027,ISSUE,-1,WO-74886
2025-04-05,MRO-0027,ISSUE,-1,WO-81236
2025-04-08,MRO-0027,ISSUE,-1,WO-71277
2025-04-11,MRO-0027,ISSUE,-3,WO-75571
2025-04-14,MRO-0027,RECEIPT,13,PO-77441
2025-04-17,MRO-0027,ISSUE,-1,WO-22193
2025-04-20,MRO-0027,ISSUE,-1,WO-90482
2025-04-20,MRO-0027,ISSUE,-1,WO-73523
2025-04-20,MRO-0027,RECEIPT,5,PO-96830
2025-04-21,MRO-0027,ISSUE,-1,WO-81611
2025-04-21,MRO-0027,ISSUE,-1,WO-69629
2025-04-28,MRO-0027,ISSUE,-1,WO-46725
2025-04-30,MRO-0027,ISSUE,-1,WO-26525
2025-04-30,MRO-0027,ISSUE,-1,WO-66153
2025-05-04,MRO-0027,ISSUE,-1,WO-29844
2025-05-07,MRO-0027,ISSUE,-3,WO-82120
2025-05-12,MRO-0027,ISSUE,-1,WO-43845
2025-05-14,MRO-0027,ISSUE,-1,WO-39958
2025-05-14,MRO-0027,ISSUE,-2,WO-14905
2025-05-15,MRO-0027,ISSUE,-1,WO-54161
2025-05-23,MRO-0027,ISSUE,-1,WO-72551
2025-05-24,MRO-0027,ISSUE,-1,WO-50935
2025-05-31,MRO-0027,ISSUE,-1,WO-59775
2025-06-03,MRO-0027,ISSUE,-1,WO-98523
2025-06-04,MRO-0027,ISSUE,-1,WO-94213
2025-06-08,MRO-0027,ISSUE,-1,WO-66812
2025-06-15,MRO-0027,ISSUE,-1,WO-80090
2025-06-15,MRO-0027,ISSUE,-1,WO-70147
2025-06-26,MRO-0027,ISSUE,-1,WO-40626
2025-07-01,MRO-0027,ISSUE,-2,WO-64750
2025-07-07,MRO-0027,ISSUE,-1,WO-33537
2025-07-07,MRO-0027,ISSUE,-1,WO-30405
2025-07-09,MRO-0027,ISSUE,-1,WO-12558
2025-07-16,MRO-0027,ISSUE,-2,WO-51767
2025-07-25,MRO-0027,ISSUE,-1,WO-88226
2025-07-31,MRO-0027,ISSUE,-1,WO-89306
2025-08-11,MRO-0027,ISSUE,-1,WO-50666
2025-08-21,MRO-0027,ISSUE,-1,WO-38028
2025-08-28,MRO-0027,ISSUE,-1,WO-94859
2025-08-30,MRO-0027,ISSUE,-2,WO-50743
2025-09-10,MRO-0027,ISSUE,-2,WO-44447
2025-09-14,MRO-0027,ISSUE,-3,WO-74030
2025-09-15,MRO-0027,ISSUE,-2,WO-77756
2025-09-17,MRO-0027,ISSUE,-3,WO-80864
2025-09-17,MRO-0027,RECEIPT,10,PO-74654
2025-09-18,MRO-0027,ISSUE,-3,WO-66229
2025-09-18,MRO-0027,RECEIPT,13,PO-42133
2025-09-20,MRO-0027,ISSUE,-2,WO-43892
2025-09-23,MRO-0027,ISSUE,-2,WO-13739
2025-10-03,MRO-0027,ISSUE,-1,WO-26171
2025-10-04,MRO-0027,ISSUE,-2,WO-96306
2025-10-08,MRO-0027,ISSUE,-1,WO-53652
2025-10-09,MRO-0027,ISSUE,-1,WO-50478
2025-10-21,MRO-0027,ISSUE,-5,WO-28719
2025-11-06,MRO-0027,ISSUE,-1,WO-99575
2025-11-13,MRO-0027,ISSUE,-1,WO-36749
2025-11-21,MRO-0027,ISSUE,-5,WO-23762
2025-11-22,MRO-0027,RECEIPT,13,PO-82487
2025-01-01,MRO-0028,ISSUE,-1,WO-30811
2025-01-01,MRO-0028,OPENING,21,OPEN
2025-01-03,MRO-0028,ISSUE,-1,WO-15462
2025-01-12,MRO-0028,ISSUE,-1,WO-31839
2025-01-15,MRO-0028,ISSUE,-1,WO-40789
2025-01-16,MRO-0028,RECEIPT,8,PO-92300
2025-01-30,MRO-0028,ISSUE,-3,WO-21949
2025-01-31,MRO-0028,ISSUE,-1,WO-17683
2025-02-03,MRO-0028,ISSUE,-1,WO-96241
2025-02-04,MRO-0028,ISSUE,-2,WO-37287
2025-02-08,MRO-0028,ISSUE,-1,WO-38729
2025-02-09,MRO-0028,ISSUE,-1,WO-62457
2025-02-09,MRO-0028,ISSUE,-2,WO-76940
2025-02-09,MRO-0028,ISSUE,-2,WO-19804
2025-02-09,MRO-0028,ISSUE,-1,WO-56886
2025-02-14,MRO-0028,ISSUE,-1,WO-37092
2025-02-14,MRO-0028,ISSUE,-1,WO-57678
2025-02-15,MRO-0028,ISSUE,-1,WO-10816
2025-02-16,MRO-0028,ISSUE,-1,WO-68981
2025-02-22,MRO-0028,ISSUE,-1,WO-86461
2025-02-28,MRO-0028,ISSUE,-1,WO-52577
2025-03-01,MRO-0028,ISSUE,-2,WO-63275
2025-03-02,MRO-0028,ISSUE,-1,WO-68330
2025-03-03,MRO-0028,ISSUE,-5,WO-53468
2025-03-10,MRO-0028,ISSUE,-1,WO-50507
2025-03-11,MRO-0028,ISSUE,-1,WO-52433
2025-03-12,MRO-0028,ISSUE,-1,WO-28397
2025-03-21,MRO-0028,RECEIPT,5,PO-16219
2025-03-24,MRO-0028,ISSUE,-1,WO-64423
2025-04-01,MRO-0028,ISSUE,-1,WO-87254
2025-04-01,MRO-0028,ISSUE,-1,WO-52017
2025-04-05,MRO-0028,RECEIPT,5,PO-81340
2025-04-09,MRO-0028,ISSUE,-2,WO-35802
2025-04-10,MRO-0028,ISSUE,-1,WO-75399
2025-04-14,MRO-0028,ISSUE,-1,WO-26434
2025-04-14,MRO-0028,ISSUE,-1,WO-72252
2025-04-15,MRO-0028,ISSUE,-1,WO-35906
2025-04-26,MRO-0028,ISSUE,-1,WO-83331
2025-05-05,MRO-0028,ISSUE,-1,WO-43813
2025-05-07,MRO-0028,ISSUE,-1,WO-51072
2025-05-15,MRO-0028,ISSUE,-3,WO-68435
2025-05-19,MRO-0028,ISSUE,-2,WO-23527
2025-05-25,MRO-0028,ISSUE,-1,WO-29208
2025-05-29,MRO-0028,ISSUE,-2,WO-41649
2025-05-30,MRO-0028,ISSUE,-1,WO-14554
2025-06-18,MRO-0028,ISSUE,-3,WO-66267
2025-06-21,MRO-0028,ISSUE,-3,WO-32474
2025-06-25,MRO-0028,ISSUE,-1,WO-81735
2025-06-27,MRO-0028,RECEIPT,21,PO-25384
2025-06-29,MRO-0028,ISSUE,-1,WO-86623
2025-07-02,MRO-0028,ISSUE,-2,WO-69515
2025-07-04,MRO-0028,ISSUE,-1,WO-29110
2025-07-06,MRO-0028,ISSUE,-1,WO-92842
2025-07-09,MRO-0028,ISSUE,-1,WO-32228
2025-07-18,MRO-0028,ISSUE,-1,WO-14098
2025-07-24,MRO-0028,ISSUE,-2,WO-97686
2025-07-30,MRO-0028,RECEIPT,10,PO-80718
2025-08-04,MRO-0028,ISSUE,-2,WO-64905
2025-08-05,MRO-0028,ISSUE,-2,WO-65001
2025-08-07,MRO-0028,ISSUE,-1,WO-50734
2025-08-09,MRO-0028,ISSUE,-1,WO-42665
2025-08-14,MRO-0028,ISSUE,-1,WO-32038
2025-08-14,MRO-0028,ISSUE,-1,WO-51442
2025-08-17,MRO-0028,ISSUE,-1,WO-90018
2025-08-19,MRO-0028,ISSUE,-1,WO-86096
2025-08-24,MRO-0028,ISSUE,-1,WO-29554
2025-08-27,MRO-0028,ISSUE,-1,WO-58895
2025-08-30,MRO-0028,ISSUE,-1,WO-48007
2025-08-31,MRO-0028,RECEIPT,13,PO-98836
2025-09-04,MRO-0028,ISSUE,-2,WO-58057
2025-09-05,MRO-0028,ISSUE,-1,WO-35680
2025-09-17,MRO-0028,ISSUE,-1,WO-54876
2025-09-19,MRO-0028,ISSUE,-1,WO-85756
2025-09-19,MRO-0028,ISSUE,-1,WO-88679
2025-09-21,MRO-0028,ISSUE,-1,WO-40357
2025-09-23,MRO-0028,ISSUE,-1,WO-49335
2025-09-24,MRO-0028,ISSUE,-1,WO-27248
2025-10-01,MRO-0028,ISSUE,-1,WO-79901
2025-10-09,MRO-0028,ISSUE,-1,WO-86183
2025-10-16,MRO-0028,ISSUE,-2,WO-10337
2025-10-18,MRO-0028,ISSUE,-2,WO-39102
2025-10-25,MRO-0028,ISSUE,-2,WO-20686
2025-10-27,MRO-0028,ISSUE,-1,WO-57464
2025-11-01,MRO-0028,ISSUE,-3,WO-97035
2025-11-06,MRO-0028,ISSUE,-1,WO-30768
2025-11-08,MRO-0028,ISSUE,-1,WO-90853
2025-11-09,MRO-0028,ISSUE,-1,WO-53003
2025-11-13,MRO-0028,ISSUE,-1,WO-36666
2025-11-13,MRO-0028,ISSUE,-1,WO-53829
2025-11-21,MRO-0028,RECEIPT,21,PO-85490
2025-11-24,MRO-0028,ISSUE,-1,WO-89591
2025-11-24,MRO-0028,ISSUE,-1,WO-42368
2025-11-25,MRO-0028,ISSUE,-2,WO-68605
2025-01-01,MRO-0029,OPENING,8,OPEN
2025-01-04,MRO-0029,ISSUE,-1,WO-47483
2025-01-12,MRO-0029,ISSUE,-2,WO-20267
2025-01-13,MRO-0029,ISSUE,-1,WO-47414
2025-01-14,MRO-0029,ISSUE,-2,WO-55443
2025-02-04,MRO-0029,ISSUE,-2,WO-14278
2025-02-08,MRO-0029,ISSUE,-1,WO-81142
2025-03-01,MRO-0029,ISSUE,-1,WO-32664
2025-03-08,MRO-0029,ISSUE,-1,WO-27791
2025-03-24,MRO-0029,ISSUE,-3,WO-39132
2025-03-31,MRO-0029,ISSUE,-1,WO-99608
2025-04-11,MRO-0029,ISSUE,-2,WO-27654
2025-04-18,MRO-0029,ISSUE,-1,WO-49321
2025-05-08,MRO-0029,ISSUE,-2,WO-99922
2025-06-01,MRO-0029,ISSUE,-1,WO-85689
2025-06-08,MRO-0029,ISSUE,-1,WO-23799
2025-06-16,MRO-0029,ISSUE,-2,WO-15518
2025-06-26,MRO-0029,ISSUE,-1,WO-13416
2025-06-30,MRO-0029,ISSUE,-1,WO-47230
2025-06-30,MRO-0029,RECEIPT,8,PO-97015
2025-07-05,MRO-0029,RECEIPT,10,PO-94638
2025-07-06,MRO-0029,ISSUE,-3,WO-19067
2025-07-15,MRO-0029,ISSUE,-1,WO-82706
2025-07-20,MRO-0029,ISSUE,-1,WO-15792
2025-08-02,MRO-0029,ISSUE,-2,WO-17885
2025-08-09,MRO-0029,ISSUE,-2,WO-57002
2025-08-19,MRO-0029,ISSUE,-2,WO-93456
2025-08-29,MRO-0029,ISSUE,-2,WO-19440
2025-09-02,MRO-0029,ISSUE,-2,WO-59612
2025-09-03,MRO-0029,ISSUE,-2,WO-93337
2025-09-04,MRO-0029,ISSUE,-3,WO-92696
2025-09-10,MRO-0029,RECEIPT,5,PO-63920
2025-09-14,MRO-0029,RECEIPT,13,PO-75982
2025-09-20,MRO-0029,ISSUE,-1,WO-66324
2025-09-21,MRO-0029,ISSUE,-1,WO-95493
2025-09-23,MRO-0029,ISSUE,-3,WO-19883
2025-09-23,MRO-0029,ISSUE,-3,WO-58397
2025-10-01,MRO-0029,RECEIPT,5,PO-86928
2025-10-04,MRO-0029,ISSUE,-2,WO-82181
2025-10-04,MRO-0029,RECEIPT,13,PO-58745
2025-10-16,MRO-0029,ISSUE,-2,WO-31531
2025-10-25,MRO-0029,ISSUE,-1,WO-90717
2025-10-31,MRO-0029,ISSUE,-1,WO-34415
2025-11-02,MRO-0029,RECEIPT,21,PO-89683
2025-11-05,MRO-0029,ISSUE,-2,WO-59126
2025-11-11,MRO-0029,ISSUE,-1,WO-80322
2025-11-14,MRO-0029,ISSUE,-1,WO-11137
2025-11-17,MRO-0029,ISSUE,-2,WO-29573
2025-11-20,MRO-0029,ISSUE,-5,WO-31078
2025-01-01,MRO-0030,OPENING,2,OPEN
2025-01-13,MRO-0030,ISSUE,-1,WO-16241
2025-01-28,MRO-0030,ISSUE,-2,WO-31465
2025-02-18,MRO-0030,ISSUE,-3,WO-87329
2025-02-26,MRO-0030,ISSUE,-1,WO-23535
2025-03-17,MRO-0030,ISSUE,-1,WO-61217
2025-03-26,MRO-0030,RECEIPT,10,PO-42167
2025-04-12,MRO-0030,RECEIPT,10,PO-97495
2025-04-17,MRO-0030,ISSUE,-1,WO-70385
2025-04-20,MRO-0030,ISSUE,-1,WO-14138
2025-05-21,MRO-0030,ISSUE,-1,WO-86091
2025-06-01,MRO-0030,ISSUE,-2,WO-40165
2025-06-07,MRO-0030,ISSUE,-2,WO-27323
2025-07-02,MRO-0030,ISSUE,-2,WO-33903
2025-07-03,MRO-0030,RECEIPT,8,PO-79914
2025-07-04,MRO-0030,ISSUE,-2,WO-55246
2025-07-08,MRO-0030,ISSUE,-1,WO-77025
2025-07-11,MRO-0030,ISSUE,-1,WO-60115
2025-07-15,MRO-0030,ISSUE,-1,WO-32471
2025-08-06,MRO-0030,ISSUE,-1,WO-46945
2025-08-09,MRO-0030,RECEIPT,8,PO-10301
2025-08-29,MRO-0030,RECEIPT,5,PO-96902
2025-08-30,MRO-0030,ISSUE,-1,WO-89965
2025-09-19,MRO-0030,ISSUE,-2,WO-74057
2025-09-24,MRO-0030,ISSUE,-1,WO-34982
2025-10-05,MRO-0030,ISSUE,-1,WO-10791
2025-10-09,MRO-0030,ISSUE,-2,WO-39036
2025-10-10,MRO-0030,ISSUE,-2,WO-44664
2025-10-27,MRO-0030,ISSUE,-1,WO-46937
2025-11-02,MRO-0030,RECEIPT,10,PO-32887
2025-11-03,MRO-0030,RECEIPT,13,PO-25170
2025-01-01,MRO-0031,OPENING,21,OPEN
2025-01-12,MRO-0031,ISSUE,-1,WO-63122
2025-01-12,MRO-0031,ISSUE,-2,WO-71913
2025-01-13,MRO-0031,RECEIPT,5,PO-86376
2025-01-16,MRO-0031,ISSUE,-1,WO-53233
2025-01-18,MRO-0031,ISSUE,-1,WO-65717
2025-01-19,MRO-0031,RECEIPT,5,PO-50005
2025-01-22,MRO-0031,RECEIPT,5,PO-75977
2025-02-09,MRO-0031,ISSUE,-1,WO-18670
2025-02-09,MRO-0031,ISSUE,-1,WO-26879
2025-02-16,MRO-0031,ISSUE,-2,WO-63922
2025-02-19,MRO-0031,ISSUE,-1,WO-44594
2025-02-22,MRO-0031,ISSUE,-1,WO-47367
2025-02-22,MRO-0031,ISSUE,-2,WO-80033
2025-02-28,MRO-0031,RECEIPT,8,PO-47750
2025-03-05,MRO-0031,ISSUE,-2,WO-33188
2025-03-05,MRO-0031,ISSUE,-1,WO-14577
2025-03-13,MRO-0031,ISSUE,-2,WO-68579
2025-03-14,MRO-0031,ISSUE,-1,WO-70109
2025-03-30,MRO-0031,ISSUE,-1,WO-96651
2025-04-10,MRO-0031,ISSUE,-1,WO-31427
2025-04-23,MRO-0031,RECEIPT,8,PO-68456
2025-05-19,MRO-0031,ISSUE,-1,WO-37017
2025-05-31,MRO-0031,ISSUE,-1,WO-54797
2025-06-11,MRO-0031,ISSUE,-1,WO-16381
2025-08-10,MRO-0031,ISSUE,-5,WO-28871
2025-08-16,MRO-0031,ISSUE,-1,WO-88929
2025-08-17,MRO-0031,ISSUE,-1,WO-93792
2025-09-22,MRO-0031,ISSUE,-1,WO-79219
2025-09-23,MRO-0031,RECEIPT,10,PO-76279
2025-10-10,MRO-0031,ISSUE,-1,WO-65756
2025-10-18,MRO-0031,ISSUE,-1,WO-58591
2025-10-27,MRO-0031,RECEIPT,8,PO-22612
2025-10-29,MRO-0031,ISSUE,-2,WO-28511
2025-11-05,MRO-0031,ISSUE,-1,WO-67892
2025-01-01,MRO-0032,OPENING,0,OPEN
2025-01-16,MRO-0032,ISSUE,-1,WO-43909
2025-01-23,MRO-0032,ISSUE,-1,WO-76150
2025-01-30,MRO-0032,ISSUE,-3,WO-15801
2025-03-08,MRO-0032,ISSUE,-1,WO-33224
2025-03-30,MRO-0032,ISSUE,-1,WO-98538
2025-04-05,MRO-0032,RECEIPT,13,PO-50740
2025-04-24,MRO-0032,ISSUE,-2,WO-51842
2025-04-28,MRO-0032,ISSUE,-1,WO-16163
2025-05-03,MRO-0032,ISSUE,-1,WO-10793
2025-05-05,MRO-0032,ISSUE,-3,WO-59923
2025-06-05,MRO-0032,ISSUE,-1,WO-22571
2025-06-08,MRO-0032,ISSUE,-1,WO-58451
2025-06-08,MRO-0032,ISSUE,-5,WO-66437
2025-06-13,MRO-0032,ISSUE,-2,WO-33057
2025-06-22,MRO-0032,ISSUE,-1,WO-95524
2025-06-24,MRO-0032,ISSUE,-1,WO-11570
2025-06-27,MRO-0032,ISSUE,-2,WO-75031
2025-06-30,MRO-0032,ISSUE,-1,WO-97202
2025-07-04,MRO-0032,RECEIPT,8,PO-99960
2025-07-08,MRO-0032,RECEIPT,21,PO-18693
2025-08-06,MRO-0032,ISSUE,-3,WO-95513
2025-09-15,MRO-0032,RECEIPT,8,PO-37305
2025-10-05,MRO-0032,RECEIPT,5,PO-99502
2025-10-27,MRO-0032,RECEIPT,10,PO-96198
2025-10-30,MRO-0032,RECEIPT,8,PO-93062
2025-11-07,MRO-0032,ISSUE,-1,WO-78847
2025-11-13,MRO-0032,ISSUE,-1,WO-22487
2025-01-01,MRO-0033,OPENING,3,OPEN
2025-01-05,MRO-0033,ISSUE,-2,WO-84056
2025-01-16,MRO-0033,ISSUE,-1,WO-24132
2025-01-26,MRO-0033,ISSUE,-1,WO-41984
2025-01-29,MRO-0033,ISSUE,-1,WO-33986
2025-02-07,MRO-0033,ISSUE,-1,WO-25729
2025-02-23,MRO-0033,ISSUE,-1,WO-61943
2025-03-03,MRO-0033,ISSUE,-5,WO-78615
2025-03-04,MRO-0033,ISSUE,-1,WO-31455
2025-03-04,MRO-0033,RECEIPT,13,PO-60387
2025-03-11,MRO-0033,ISSUE,-2,WO-64400
2025-03-13,MRO-0033,ISSUE,-1,WO-26433
2025-03-15,MRO-0033,RECEIPT,10,PO-55761
2025-03-20,MRO-0033,ISSUE,-2,WO-43628
2025-03-23,MRO-0033,ISSUE,-1,WO-12744
2025-03-23,MRO-0033,ISSUE,-1,WO-60599
2025-03-24,MRO-0033,ISSUE,-1,WO-90536
2025-03-28,MRO-0033,ISSUE,-1,WO-65525
2025-04-03,MRO-0033,ISSUE,-3,WO-66933
2025-04-13,MRO-0033,ISSUE,-1,WO-58194
2025-04-24,MRO-0033,ISSUE,-1,WO-33827
2025-04-24,MRO-0033,RECEIPT,21,PO-70743
2025-04-26,MRO-0033,ISSUE,-1,WO-31116
2025-04-29,MRO-0033,ISSUE,-1,WO-24953
2025-05-02,MRO-0033,ISSUE,-3,WO-74616
2025-05-17,MRO-0033,ISSUE,-1,WO-89793
2025-05-19,MRO-0033,ISSUE,-1,WO-11658
2025-05-19,MRO-0033,ISSUE,-1,WO-83490
2025-05-23,MRO-0033,ISSUE,-1,WO-51380
2025-05-23,MRO-0033,ISSUE,-1,WO-53807
2025-05-25,MRO-0033,ISSUE,-1,WO-59167
2025-05-25,MRO-0033,ISSUE,-1,WO-26020
2025-05-26,MRO-0033,ISSUE,-2,WO-57794
2025-05-29,MRO-0033,RECEIPT,8,PO-62996
2025-06-02,MRO-0033,ISSUE,-1,WO-67037
2025-06-04,MRO-0033,ISSUE,-1,WO-32281
2025-06-06,MRO-0033,ISSUE,-1,WO-34489
2025-06-07,MRO-0033,ISSUE,-1,WO-47238
2025-06-17,MRO-0033,ISSUE,-2,WO-82999
2025-06-18,MRO-0033,ISSUE,-1,WO-39350
2025-06-22,MRO-0033,ISSUE,-1,WO-45990
2025-06-23,MRO-0033,ISSUE,-1,WO-14308
2025-07-01,MRO-0033,ISSUE,-1,WO-40706
2025-07-04,MRO-0033,ISSUE,-1,WO-29839
2025-07-08,MRO-0033,ISSUE,-2,WO-69746
2025-07-08,MRO-0033,ISSUE,-1,WO-78761
2025-07-10,MRO-0033,ISSUE,-3,WO-64930
2025-07-11,MRO-0033,ISSUE,-2,WO-89160
2025-07-21,MRO-0033,ISSUE,-1,WO-63288
2025-07-31,MRO-0033,ISSUE,-1,WO-13597
2025-07-31,MRO-0033,ISSUE,-1,WO-55013
2025-08-03,MRO-0033,ISSUE,-2,WO-80324
2025-08-03,MRO-0033,ISSUE,-5,WO-38997
2025-08-13,MRO-0033,ISSUE,-2,WO-90363
2025-08-13,MRO-0033,RECEIPT,5,PO-36540
2025-08-16,MRO-0033,ISSUE,-1,WO-95838
2025-08-22,MRO-0033,ISSUE,-1,WO-13326
2025-08-30,MRO-0033,ISSUE,-1,WO-38611
2025-09-02,MRO-0033,ISSUE,-1,WO-95525
2025-09-02,MRO-0033,ISSUE,-1,WO-38182
2025-09-02,MRO-0033,ISSUE,-1,WO-56802
2025-09-02,MRO-0033,ISSUE,-2,WO-22768
2025-09-04,MRO-0033,ISSUE,-1,WO-97836
2025-09-14,MRO-0033,ISSUE,-1,WO-64074
2025-09-15,MRO-0033,ISSUE,-1,WO-78541
2025-09-19,MRO-0033,ISSUE,-2,WO-35008
2025-09-24,MRO-0033,ISSUE,-1,WO-76035
2025-10-06,MRO-0033,ISSUE,-1,WO-23707
2025-10-12,MRO-0033,ISSUE,-2,WO-20720
2025-10-20,MRO-0033,ISSUE,-1,WO-99818
2025-10-20,MRO-0033,ISSUE,-1,WO-19657
2025-10-24,MRO-0033,ISSUE,-1,WO-27738
2025-10-28,MRO-0033,ISSUE,-1,WO-67031
2025-10-30,MRO-0033,ISSUE,-2,WO-19429
2025-11-02,MRO-0033,ISSUE,-2,WO-86014
2025-11-02,MRO-0033,ISSUE,-1,WO-74253
2025-11-06,MRO-0033,ISSUE,-1,WO-71614
2025-11-10,MRO-0033,ISSUE,-2,WO-47142
2025-11-10,MRO-0033,ISSUE,-2,WO-47407
2025-11-12,MRO-0033,ISSUE,-1,WO-38436
2025-11-13,MRO-0033,ISSUE,-1,WO-86815
2025-11-16,MRO-0033,RECEIPT,10,PO-15306
